LONC_CODE,DTA_DESC
79712-6,HLA-A*31:01 Bld/T Ql - HLA-A*31:01 [Presence] in Blood or Tissue
79423-0,CVD 10Y risk ACC-AHA.Goff 2013 - Cardiovascular disease 10Y risk [Likelihood] ACC-AHA Pooled Cohort by Goff 2013
81861-7,Karyotyp Mar - Karyotype in Bone marrow
92933-1,9p21 g.22125503G>C Geno Bld/T - 9p21 g.22125503G>C [Genotype] in Blood or Tissue by Molecular genetics method Nominal
92934-9,9p21 g.22124478A>G Geno Bld/T - 9p21 g.22124478A>G [Genotype] in Blood or Tissue by Molecular genetics method Nominal
95546-8,Diabetes 8Y risk Calcn - Diabetes 8Y risk [Likelihood] Calculation
95547-6,Patient treated for high BP - Patient is being treated for high blood pressure
95548-4,CVD 10Y risk goal ACC-AHA.Goff 2013 - Cardiovascular disease 10Y risk goal based on ACC-AHA Pooled Cohort by Goff 2013
95549-2,CVD Lifetime risk ACC-AHA.Goff 2013 - Cardiovascular disease lifetime risk [Likelihood] ACC-AHA Pooled Cohort by Goff 2013
35546-1,Soybean IgG-mCnc - Soybean IgG Ab [Mass/volume] in Serum
35554-5,Chocolate IgG-mCnc - Chocolate IgG Ab [Mass/volume] in Serum
35160-1,Docosenoate SerPl-sCnc - Docosenoate (C22:1) [Moles/volume] in Serum or Plasma
35180-9,DPA SerPl-sCnc - Docosapentaenate (C22:5w3) [Moles/volume] in Serum or Plasma
35181-7,Docosapentaenate w6 SerPl-sCnc - Docosapentaenate (C22:5w6) [Moles/volume] in Serum or Plasma
40747-8,C2 SerPl Ql - Complement C2 [Presence] in Serum or Plasma
4503-9,C4b BP SerPl-mCnc - Complement C4b binding protein [Mass/volume] in Serum or Plasma
43171-8,Il2Recep SerPl-aCnc - Interleukin 2 receptor [Units/volume] in Serum or Plasma
42931-6,C trach rRNA Ur Ql NAA+probe - Chlamydia trachomatis rRNA [Presence] in Urine by NAA with probe detection
42672-6,Debris Smn Ql - Debris [Presence] in Semen
43854-9,Mycobacterium rRNA Spec Ql Probe - Mycobacterium sp rRNA [Presence] in Specimen by Probe
41104-1,GBA gene Mut Anl Bld/T - GBA gene mutations found [Identifier] in Blood or Tissue by Molecular genetics method Nominal
33423-5,Amphiphysin Ab Ser-aCnc - Amphiphysin Ab [Units/volume] in Serum
33602-4,MAG IgG Titr Ser - Myelin associated glycoprotein IgG Ab [Titer] in Serum
27039-7,Ammonia 24h Ur-mCnc - Ammonia [Mass/volume] in 24 hour Urine
16257-8,Na Urate Cry Stone Ql IR - Sodium urate crystals [Presence] in Stone by Infrared spectroscopy
16259-4,Urate dihyd Cry Stone Ql IR - Urate dihydrate crystals [Presence] in Stone by Infrared spectroscopy
16264-4,COM Cry Stone Ql IR - Calcium oxalate monohydrate crystals [Presence] in Stone by Infrared spectroscopy
17447-4,Phosphate Stl Ql - Phosphate [Presence] in Stool
20781-1,Cryptosp Stl Ql Acid fast Stn - Cryptosporidium sp [Presence] in Stool by Acid fast stain
20464-4,T gondii Ab Ser-Imp - Toxoplasma gondii Ab [Interpretation] in Serum
19203-9,PSA Free SerPl-sCnc - Prostate Specific Ag Free [Moles/volume] in Serum or Plasma
2383-8,Glutathione RBC-mCnc - Glutathione [Mass/volume] in Red Blood Cells
25121-5,Octenedioate/Creat Ur-sRto - Octenedioate (C8:1)/Creatinine [Molar ratio] in Urine
2171-7,Vit B12 USB SerPl-mCnc - Cobalamin (Vitamin B12).unsaturated Binding Capacity [Mass/volume] in Serum or Plasma
21619-2,APOE gene Mut Anl Bld/T - APOE gene mutations found [Identifier] in Blood or Tissue by Molecular genetics method Nominal
15913-7,Pea IgE RAST Ql - Pea IgE Ab RAST class [Presence] in Serum
16064-8,Trout IgE RAST Ql - Trout IgE Ab RAST class [Presence] in Serum
14047-5,Androstanolone Free SerPl-mCnc - Androstanolone Free [Mass/volume] in Serum or Plasma
14124-2,Bacteria Smn Ql Micro - Bacteria [Presence] in Semen by Light microscopy
15539-0,Apple IgE RAST Ql - Apple IgE Ab RAST class [Presence] in Serum
13496-5,Tri-Phos Cry Stone Micro - Triple phosphate crystals [type] in Stone by Light microscopy
13926-1,GAD65 Ab Ser-aCnc - Glutamate decarboxylase 65 Ab [Units/volume] in Serum
10353-1,Bacteria Nose Aerobe Cult - Bacteria identified in Nose by Aerobe culture
10853-0,I belli Spec Ql Acid fast Mod Kiny Stn - Isospora belli [Presence] in Specimen by Acid fast stain.Kinyoun modified
10863-9,Endomysium IgA Titr Ser - Endomysium IgA Ab [Titer] in Serum
10585-8,Rnd Cells # Smn - Round cells [#/volume] in Semen
11145-0,5OH-indoleacetate/Creat Ur - 5-Hydroxyindoleacetate/Creatinine [Mass Ratio] in Urine
1118-9,Le sup(b) Ab SerPl Ql - Le sup(b) Ab [Presence] in Serum or Plasma
1325-0,U Ab SerPl Ql - U Ab [Presence] in Serum or Plasma
12842-1,Prot 12h Ur-mCnc - Protein [Mass/volume] in 12 hour Urine
14940-1,Uropor1 SerPl-sCnc - Uroporphyrin 1 isomer [Moles/volume] in Serum or Plasma
14020-2,HTLV I+II p19 Ab SerPl Ql IB - HTLV I+II p19 Ab [Presence] in Serum or Plasma by Immunoblot
16083-8,Watermelon IgE RAST Ql - Watermelon IgE Ab RAST class [Presence] in Serum
15899-8,Oyster IgE RAST Ql - Oyster IgE Ab RAST class [Presence] in Serum
15764-4,Halibut IgE RAST Ql - Halibut IgE Ab RAST class [Presence] in Serum
18482-0,Yeast Spec Ql Cult - Yeast [Presence] in Specimen by Organism specific culture
29141-9,Metaneph SerPl-mCnc - Metanephrine [Mass/volume] in Serum or Plasma
29505-5,2OH3Me-valerate/Creat Ur-sRto - 2-Hydroxy-3-Methylvalerate/Creatinine [Molar ratio] in Urine
30529-2,Hexa-CP Ur Ql - Hexacarboxylporphyrin [Presence] in Urine
33043-1,Ketones 24h Ur Ql - Ketones [Presence] in 24 hour Urine
3376-1,Barbiturates SerPlBld Ql - Barbiturates [Presence] in Serum, Plasma or Blood
32094-5,Methanol Spec-sCnc - Methanol [Moles/volume] in Specimen
32577-9,B quintana IgG Ser Ql - Bartonella quintana IgG Ab [Presence] in Serum
32578-7,B quintana IgM Ser Ql - Bartonella quintana IgM Ab [Presence] in Serum
3103-9,Urobilin Ur Ql - Urobilin [Presence] in Urine
42668-4,FA Stl Ql - Fatty acids [Presence] in Stool
43099-1,VMA + Creat Pnl 24h Ur - Vanillylmandelate and Creatinine panel - 24 hour Urine
44533-8,HIV1+2 Ab Ser Donr Ql - HIV 1+2 Ab [Presence] in Serum from Donor
47365-2,HCV Ab Ser Donr Ql IA - Hepatitis C virus Ab [Presence] in Serum from Donor by Immunoassay
3539-4,D-methorphan Ur Ql - Dextromethorphan [Presence] in Urine
35547-9,Tomato IgG-mCnc - Tomato IgG Ab [Mass/volume] in Serum
35538-8,Baker's yeast IgG-mCnc - Baker's yeast IgG Ab [Mass/volume] in Serum
88736-4,PM-SCL75 Ab Ser Line blot-aCnc - PM-SCL-75 Ab [Units/volume] in Serum by Line blot
88994-9,AA/Fatty acids.C14-C24 SFr SerPl - Arachidonate (C20:4w6)/Fatty acids.C14-C24 in Serum or Plasma
88995-6,DHA/Fatty acids.C14-C24 SFr SerPl - Docosahexaenoate (C22:6w3)/Fatty acids.C14-C24 in Serum or Plasma
88996-4,EPA/AA SerPl-sRto - Eicosapentaenoate (C20:5w3)/Arachidonate (C20:4w6) [Molar ratio] in Serum or Plasma
88997-2,EPA/Fatty acids.C14-C24 SFr SerPl - Eicosapentaenoate (C20:5w3)/Fatty acids.C14-C24 in Serum or Plasma
88998-0,Omega-3 index SFr SerPl - Omega-3 (EPA+DHA) index in Serum or Plasma
82306-2,C trach rRNA Throat Ql NAA+probe - Chlamydia trachomatis rRNA [Presence] in Throat by NAA with probe detection
81788-2,Hazelnut (rCor a) 14 IgE Qn - Hazelnut recombinant (rCor a) 14 IgE Ab [Units/volume] in Serum
74870-7,IgM kappa/M lambda SerPl - IgM.kappa/IgM.lambda [Mass Ratio] in Serum or Plasma
74866-5,IgM kappa SerPl-mCnc - IgM.kappa [Mass/volume] in Serum or Plasma
74867-3,IgM lambda SerPl-mCnc - IgM.lambda [Mass/volume] in Serum or Plasma
75883-9,Confirm dRVVT STA-StaClot - dRVVT W excess hexagonal phospholipid (STA-StaClot confirm)
6013-7,vWF multimers PPP IB - von Willebrand factor (vWf) multimers in Platelet poor plasma by Immunoblot
59059-6,IBD Ab 7 pnl Ser - Inflammatory bowel disease Ab 7 panel - Serum
61372-9,HPV16 DNA Spec Ql NAA+probe - Human papilloma virus 16 DNA [Presence] in Specimen by NAA with probe detection
61373-7,HPV18 DNA Spec Ql NAA+probe - Human papilloma virus 18 DNA [Presence] in Specimen by NAA with probe detection
61128-5,Cotinine SerPl Ql - Cotinine [Presence] in Serum or Plasma
6816-3,H capsul Myc Ab Ser Ql - Histoplasma capsulatum mycelial phase Ab [Presence] in Serum
65765-0,Hazelnut (nCor a) 9 IgE Qn - Hazelnut native (nCor a) 9 IgE Ab [Units/volume] in Serum
62357-9,Chrom analy overall interp-Imp - Chromosome analysis overall interpretation Qualitative
8076-2,ENA Jo1 Ab Ser Ql - Jo-1 extractable nuclear Ab [Presence] in Serum
71431-1,HPV HR 12 DNA Cvx Ql NAA+probe - Human papilloma virus 31+33+35+39+45+51+52+56+58+59+66+68 DNA [Presence] in Cervix by NAA with probe detection
70257-1,ENA SS-A 52kD IgG Ser IA-aCnc - Sjogrens syndrome-A extractable nuclear 52kD IgG Ab [Units/volume] in Serum by Immunoassay
69421-6,Hazelnut (rCor a) 1 IgE Qn - Hazelnut recombinant (rCor a) 1 IgE Ab [Units/volume] in Serum
72389-0,C krusei DNA Vag Ql NAA+probe - Candida krusei DNA [Presence] in Vaginal fluid by NAA with probe detection
72390-8,C lusitaniae DNA Vag Ql NAA+probe - Candida lusitaniae DNA [Presence] in Vaginal fluid by NAA with probe detection
49989-7,HSV2 DNA # Fld NAA+probe - Herpes simplex virus 2 DNA [#/volume] (viral load) in Body fluid by NAA with probe detection
49839-4,Eosinophil UrnS Ql Wright Stn - Eosinophils [Presence] in Urine sediment by Wright stain
47982-4,EBV DNA # SerPl NAA+probe - Epstein Barr virus DNA [#/volume] (viral load) in Serum or Plasma by NAA with probe detection
48382-6,w6 FA/w3 FA SerPl-sRto - Omega 6 fatty acids (w6)/Omega 3 fatty acids (w3) [Molar ratio] in Serum or Plasma
49099-5,Codfish IgG-mCnc - Codfish IgG Ab [Mass/volume] in Serum
589-2,Legionella Bronch Cult - Legionella sp identified in Bronchial specimen by Organism specific culture
58753-5,Hazelnut (rCor a) 8 IgE Qn - Hazelnut recombinant (rCor a) 8 IgE Ab [Units/volume] in Serum
59052-1,HIV 1+HCV RNA+HBV DNA SerPl Ql NAA+probe - HIV 1+Hepatitis C virus RNA+Hepatitis B virus DNA [Presence] in Serum or Plasma by NAA with probe detection
55301-6,JAK2 exon 13 Mut Anl Bld/T - JAK2 gene exon 13 targeted mutation analysis in Blood or Tissue by Molecular genetics method
571-0,Fungus Hair Cult - Fungus identified in Hair by Culture
56961-6,Nicotinamide SerPl-mCnc - Nicotinamide [Mass/volume] in Serum or Plasma
540-5,Mycobacterium Tiss Cult - Mycobacterium sp identified in Tissue by Organism specific culture
59026-5,U1 snRNP70 Ab Ser-aCnc - U1 small nuclear ribonucleoprotein 70kD Ab [Units/volume] in Serum
50085-0,2-Me3OH-valerate/Creat Ur-sRto - 2-Methyl-3-Hydroxyvalerate/Creatinine [Molar ratio] in Urine
49432-8,B19V DNA # Spec NAA+probe - Parvovirus B19 DNA [#/volume] (viral load) in Specimen by NAA with probe detection
5271-2,PCA Ab Titr Ser IF - Parietal cell Ab [Titer] in Serum by Immunofluorescence
53121-0,Prot 1h Ur-mRate - Protein [Mass/time] in 1 hour Urine
50760-8,aPTT-LA 1h NP PPP - aPTT.lupus sensitive.factor substitution in Platelet poor plasma by Coagulation assay --1H post incubation with normal plasma
50969-5,EBV EA-D IgG Ser-aCnc - Epstein Barr virus early diffuse IgG Ab [Units/volume] in Serum
72400-5,Methadone Bld Ql Scn - Methadone [Presence] in Blood by Screen method
72401-3,Propoxyph Bld Ql Scn - Propoxyphene [Presence] in Blood by Screen method
72523-4,GAD65 Ab SerPl Ql IF - Glutamate decarboxylase 65 Ab [Presence] in Serum or Plasma by Immunofluorescence
72524-2,Myelin Ab SerPl Ql IF - Myelin Ab [Presence] in Serum or Plasma by Immunofluorescence
74214-8,Apixaban PPP Chro-mCnc - Apixaban [Mass/volume] in Platelet poor plasma by Chromogenic method
69569-2,ROMA score premen SerPl - Risk of ovarian malignancy algorithm score in Serum or Plasma --premenopausal
69570-0,ROMA score postmen SerPl - Risk of ovarian malignancy algorithm score in Serum or Plasma --postmenopausal
69933-0,U parvum DNA Spec Ql NAA+probe - Ureaplasma parvum DNA [Presence] in Specimen by NAA with probe detection
960-5,Cw Ag RBC Ql - Cw Ag [Presence] on Red Blood Cells
67568-6,CTC.breast # Bld - Circulating tumor cells.breast [#/volume] in Blood
60384-5,Mustard IgG-mCnc - Mustard IgG Ab [Mass/volume] in Serum
59191-7,2-Ketobutyrate/Creat Ur-sRto - 2-Ketobutyrate/Creatinine [Molar ratio] in Urine
59351-7,Nortamoxifen SerPl-mCnc - Nortamoxifen [Mass/volume] in Serum or Plasma
60553-5,T cruzi Ab Ser Donr Ql - Trypanosoma cruzi Ab [Presence] in Serum from Donor
60255-7,N gonorrhoea rRNA Throat Ql NAA+probe - Neisseria gonorrhoeae rRNA [Presence] in Throat by NAA with probe detection
74864-0,IgA kappa SerPl-mCnc - IgA.kappa [Mass/volume] in Serum or Plasma
74865-7,IgA lamba SerPl-mCnc - IgA.lambda [Mass/volume] in Serum or Plasma
74869-9,IgA kappa/A lambda SerPl - IgA.kappa/IgA.lambda [Mass Ratio] in Serum or Plasma
81742-9,Th-To Ab Ser Line blot-aCnc - Th-To Ab [Units/volume] in Serum by Line blot
80725-5,Trichomonas Smn Ql Micro - Trichomonas sp [Presence] in Semen by Light microscopy
79517-9,Desaminotyrosine/Creat Ur-sRto - Desaminotyrosine/Creatinine [Molar ratio] in Urine
82390-6,CENP A Ab Ser Line blot-aCnc - Centromere protein A Ab [Units/volume] in Serum by Line blot
82393-0,Fibrillarin Ab Ser Line blot-aCnc - Fibrillarin Ab [Units/volume] in Serum by Line blot
85623-7,ZIKV RNA Ur Ql NAA+probe - Zika virus RNA [Presence] in Urine by NAA with probe detection
88741-4,U1 snRNP-A Ab Ser Line blot-aCnc - U1 small nuclear ribonucleoprotein A Ab [Units/volume] in Serum by Line blot
88742-2,U1 snRNP-C Ab Ser Line blot-aCnc - U1 small nuclear ribonucleoprotein C Ab [Units/volume] in Serum by Line blot
88737-2,RNAp III RP11 Ab Ser Line blot-aCnc - RNA polymerase III RP11 Ab [Units/volume] in Serum by Line blot
88738-0,RNAp III RP155 Ab Ser Line blot-aCnc - RNA polymerase III RP155 Ab [Units/volume] in Serum by Line blot
88735-6,PM/SCL-100 Ab Ser Line blot-aCnc - PM-SCL-100 Ab [Units/volume] in Serum by Line blot
94690-5,C6S/Creat Ur-Rto - Chondroitin-6-sulfate/Creatinine [Ratio] in Urine
94693-9,Heparan sulfate/Creat Ur-Rto - Heparan sulfate/Creatinine [Ratio] in Urine
93409-1,PA Epineph 5 umol/L PRP - Platelet aggregation EPINEPHrine induced in Platelet rich plasma --5 umol/L
93774-8,tr-Cinnamoylgly/Creat Ur-sRto - Trans-cinnamoylglycine/Creatinine [Molar ratio] in Urine
93775-5,2-Octenoate/Creat Ur-sRto - 2-Octenoate/Creatinine [Molar ratio] in Urine
89993-0,Clinical genetics Counseling note - Clinical genetics Counseling note
90908-5,EPA+DPA+DHA/FA.C14-C22 risk Bld Imp - Eicosapentaenoate (C20:5w3)+Docosapentaenate (C22:5w3)+Docosahexaenoate (C22:6w3)/Fatty acids.C14-C22 risk [Interpretation] in Blood Qualitative
90909-3,AA/EPA Bld - Arachidonate (C20:4w6)/Eicosapentaenoate (C20:5w3) [Mass Ratio] in Blood
90910-1,w6 FA/w3 FA Bld - Omega 6 fatty acids (w6)/Omega 3 fatty acids (w3) [Mass Ratio] in Blood
90911-9,EPA+DPA+DHA/Fatty acids.C14-C22 MFr Bld - Eicosapentaenoate (C20:5w3)+Docosapentaenate (C22:5w3)+Docosahexaenoate (C22:6w3)/Fatty acids.C14-C22 in Blood
90912-7,EPA/Fatty acids.C14-C22 MFr Bld - Eicosapentaenoate (C20:5w3)/Fatty acids.C14-C22 in Blood
90913-5,DPA/Fatty acids.C14-C22 MFr Bld - Docosapentaenate (C22:5w3)/Fatty acids.C14-C22 in Blood
90914-3,DHA/Fatty acids.C14-C22 MFr Bld - Docosahexaenoate (C22:6w3)/Fatty acids.C14-C22 in Blood
90915-0,AA+Linoleate/Fatty acids.C14-C22 MFr Bld - Arachidonate (C20:4w6)+Linoleate (C18:2w6)/Fatty acids.C14-C22 in Blood
90916-8,AA/Fatty acids.C14-C22 MFr Bld - Arachidonate (C20:4w6)/Fatty acids.C14-C22 in Blood
90917-6,Linoleate/Fatty acids.C14-C22 MFr Bld - Linoleate (C18:2w6)/Fatty acids.C14-C22 in Blood
35392-0,Hantavirus IgG Ser-aCnc - Hantavirus IgG Ab [Units/volume] in Serum
35393-8,Hantavirus IgM Ser-aCnc - Hantavirus IgM Ab [Units/volume] in Serum
35533-9,Coffee IgG-mCnc - Coffee IgG Ab [Mass/volume] in Serum
35126-2,Hgb O-Arab MFr Bld - Hemoglobin O - Arab/Hemoglobin.total in Blood
35060-3,Eosinophil # Snv - Eosinophils [#/volume] in Synovial fluid
34690-8,CV2 Ab SerPl Ql - CV2 Ab [Presence] in Serum or Plasma
39554-1,Endomysium IgG Ser Ql - Endomysium IgG Ab [Presence] in Serum
46132-7,GAG/Creat Ur-Rto - Glycosaminoglycans/Creatinine [Ratio] in Urine
44844-9,Bacteria Spec Cult org #4 - Bacteria # 4 identified in Specimen by Culture
44845-6,Bacteria Spec Cult org #5 - Bacteria # 5 identified in Specimen by Culture
42662-7,Benzodiaz Bld Ql - Benzodiazepines [Presence] in Blood
43228-6,Cryptoc Ag Spec Ql LA - Cryptococcus sp Ag [Presence] in Specimen by Latex agglutination
43225-2,Toxocara Ab Ser IA-aCnc - Toxocara sp Ab [Units/volume] in Serum by Immunoassay
41397-1,B-Lactoglob IgE Qn - Beta lactoglobulin IgE Ab [Units/volume] in Serum
41053-0,SMN1 gene Mut Anl Bld/T - SMN1 gene mutations found [Identifier] in Blood or Tissue by Molecular genetics method Nominal
43407-6,Bacteria Deep Wnd Cult - Bacteria identified in Wound deep by Culture
42201-4,ssDNA IgG Ser IA-aCnc - DNA single strand IgG Ab [Units/volume] in Serum by Immunoassay
31314-8,C burnet Ph2 IgG Ser Ql - Coxiella burnetii phase 2 IgG Ab [Presence] in Serum
31315-5,C burnet Ph2 IgM Ser Ql - Coxiella burnetii phase 2 IgM Ab [Presence] in Serum
32020-0,Hcys Ur-sCnc - Homocysteine [Moles/volume] in Urine
32072-1,FLUoxetine Spec Ql - FLUoxetine [Presence] in Specimen
32137-2,Ca Phos MFr Stone - Calcium phosphate/Total in Stone
33782-4,Retinol Bind Prot Ur-mCnc - Retinol binding protein [Mass/volume] in Urine
33511-7,Appearance Spec - Appearance of Specimen
32644-7,C burnet Ph1 IgG Ser Ql - Coxiella burnetii phase 1 IgG Ab [Presence] in Serum
32645-4,C burnet Ph1 IgM Ser Ql - Coxiella burnetii phase 1 IgM Ab [Presence] in Serum
3284-7,LA Nt Platelet PPP - Lupus anticoagulant neutralization platelet [Time] in Platelet poor plasma by Coagulation assay
2882-9,Prot Plr-mCnc - Protein [Mass/volume] in Pleural fluid
16240-4,Pentobarb Ur Cfm-mCnc - PENTobarbital [Mass/volume] in Urine by Confirmatory method
16241-2,Phenobarb Ur Cfm-mCnc - PHENobarbital [Mass/volume] in Urine by Confirmatory method
2155-0,CK MM SerPl Elph-cCnc - Creatine kinase.MM [Enzymatic activity/volume] in Serum or Plasma by Electrophoresis
21808-1,t(14;18)(IGH,BCL2) Bld/T Ql - t(14;18)(q32;q21.3)(IGH,BCL2) fusion transcript [Presence] in Blood or Tissue by Molecular genetics method
25159-5,Fatty Casts UrnS Ql Micro - Fatty casts [Presence] in Urine sediment by Light microscopy
24445-9,Valerylgly/Creat Ur-sRto - Valerylglycine/Creatinine [Molar ratio] in Urine
15715-6,Flounder IgE RAST Ql - Flounder IgE Ab RAST class [Presence] in Serum
13299-3,HLA-B - HLA-B [Type]
1331-8,V Ab SerPl Ql - V Ab [Presence] in Serum or Plasma
13909-7,Tamoxifen SerPl-mCnc - Tamoxifen [Mass/volume] in Serum or Plasma
10576-7,Imm Germ Cells # Smn - Germ cells.immature [#/volume] in Semen
10836-5,Niacin Bld-mCnc - Niacin [Mass/volume] in Blood
10480-2,ERA+PGRA Ag Tiss Ql ImStn - Estrogen+Progesterone receptor Ag [Presence] in Tissue by Immune stain
12243-2,Deprecated Platelet Bld Smear - Deprecated Platelets [Morphology] in Blood
13210-0,Brucella IgG Ser-aCnc - Brucella sp IgG Ab [Units/volume] in Serum
12838-9,Prostaglandin D2 Ur-mCnc - Prostaglandin D2 [Mass/volume] in Urine
12714-2,Me-histamine Ur-mCnc - N-methylhistamine [Mass/volume] in Urine
13338-9,CD8+CD57+ Cells NFr Bld - CD8+CD57+ cells/100 cells in Blood
15669-5,C lunata IgE RAST Ql - Curvularia lunata IgE Ab RAST class [Presence] in Serum
15690-1,Whole Egg IgE RAST Ql - Whole Egg IgE Ab RAST class [Presence] in Serum
15827-9,Mackerel IgE RAST Ql - Mackerel IgE Ab RAST class [Presence] in Serum
15916-0,Peach IgE RAST Ql - Peach IgE Ab RAST class [Presence] in Serum
16042-4,Sunflower Seed IgE RAST Ql - Sunflower Seed IgE Ab RAST class [Presence] in Serum
2398-6,GAG Ur Ql - Glycosaminoglycans [Presence] in Urine
24006-9,EEEV IgG+IgM Ser-Imp - Eastern equine encephalitis virus IgG and IgM [Interpretation] in Serum
25964-8,Normetanephrine 24h Ur-sCnc - Normetanephrine [Moles/volume] in 24 hour Urine
21763-8,HTT gene CAG Rpt Bld/T Ql - HTT gene CAG repeats [Presence] in Blood or Tissue by Molecular genetics method
21672-1,F8 gene Mut Anl Bld/T - F8 gene mutations found [Identifier] in Blood or Tissue by Molecular genetics method Nominal
21031-0,SLEV Spec-Imp - Saint Louis encephalitis virus [Interpretation] in Specimen
16208-1,Buprenorphine Ur Ql Cfm - Buprenorphine [Presence] in Urine by Confirmatory method
18350-9,CD8+CD57+ Cells # Bld - CD8+CD57+ cells [#/volume] in Blood
17355-9,ANCA IgG Ser Ql - Neutrophil cytoplasmic IgG Ab [Presence] in Serum
17947-3,Fungus Spec Cult org #2 - Fungus # 2 identified in Specimen by Culture
18290-7,RBC Snv Micro - Erythrocytes [Morphology] in Synovial fluid by Light microscopy
1912-5,Aspartate SerPl Ql - Aspartate [Presence] in Serum or Plasma
21579-8,TCY Bld-mCnc - Trichloroethylene [Mass/volume] in Blood
